party,region,avg,var,mse
Bloc,Quebec,-0.005141489292079337,0.0046941340104369985,0.00465960614322124
Conservative,Alberta,-0.01160253437923477,8.406883244559218e-4,9.505810012873664e-4
Conservative,Atlantic,-0.012280843575179425,0.004092766394905037,0.0041156865639822805
Conservative,British Columbia,-0.00647703865145543,0.0016695263863656191,0.0016707582602930517
Conservative,Ontario,-0.00936398193547806,0.0014680171499520975,0.001543467831390456
Conservative,Prairie,-0.005989471424418631,0.002981716787705652,0.0029111006703743778
Conservative,Quebec,-0.0012200045073217903,0.002395789726692969,0.0023661639853961407
Conservative,The frigid northlands,0.0012959034997811296,0.001353200204273414,9.038128353963543e-4
Green,Alberta,0.010853429345539562,1.2535577993086564e-4,2.3946577378563597e-4
Green,Atlantic,0.008182456320422579,0.003560976724177011,0.0035166487929821025
Green,British Columbia,0.008845448657512266,9.95559001878944e-4,0.0010495190369565334
Green,Ontario,0.01052965540517161,8.232739364762126e-4,9.272869632905706e-4
Green,Prairie,0.010738583683755132,1.3715975282301983e-4,2.475783697552096e-4
Green,Quebec,0.01008794089293819,2.943806387632681e-4,3.923240650439389e-4
Green,The frigid northlands,0.018204765786579133,0.0017623420853674868,0.0015063082209225268
Liberal,Alberta,-0.002730270088671604,0.0016880556464694539,0.001645861325742153
Liberal,Atlantic,0.0021591768871210646,0.007468191493944189,0.007239472554588311
Liberal,British Columbia,-0.0019826223138423712,0.0024185795909663736,0.0023635206360845882
Liberal,Ontario,-0.004515103052828266,0.002577990051475229,0.002576892956623928
Liberal,Prairie,-0.005852556144833192,0.0020384309864365075,0.0019998822932064857
Liberal,Quebec,-0.00945113538759151,0.0029001186608946677,0.0029517787422963346
Liberal,The frigid northlands,0.001049008944705776,0.0031632553625486172,0.002109937328131818
NDP,Alberta,0.003341257405597872,0.0010848195096932515,0.0010640770545762655
NDP,Atlantic,-8.161926120576278e-4,0.006567564606753999,0.006362994383172914
NDP,British Columbia,-0.005436821932093937,0.002344288362863053,0.0023166696306364714
NDP,Ontario,2.914557901139935e-4,0.0016942178654452385,0.0016801843297107857
NDP,Prairie,3.2061305228987564e-4,0.004938068315222172,0.004761811525264964
NDP,Quebec,0.004334409221399708,0.0033054117479056028,0.003281271425906682
NDP,The frigid northlands,-0.03100508246481114,0.012218266357958705,0.009106826043955542
People's,Alberta,0.010853429345539562,1.2535577993086564e-4,2.3946577378563597e-4
People's,Atlantic,0.008182456320422579,0.003560976724177011,0.0035166487929821025
People's,British Columbia,0.008845448657512266,9.95559001878944e-4,0.0010495190369565334
People's,Ontario,0.01052965540517161,8.232739364762126e-4,9.272869632905706e-4
People's,Prairie,0.010738583683755132,1.3715975282301983e-4,2.475783697552096e-4
People's,Quebec,0.01008794089293819,2.943806387632681e-4,3.923240650439389e-4
People's,The frigid northlands,0.018204765786579133,0.0017623420853674868,0.0015063082209225268
